"IPAddress","Status","HostName"
"172.22.136.59","Allocated","03SISP1ODBW028-Nic"
"172.22.136.60","Allocated","03SISP1ODBW028-BNic"
"172.22.136.61","Allocated","03SISP1ODBW029-Nic"
"172.22.136.62","Allocated","03SISP1ODBW029-BNic"
"172.22.136.63","Allocated","03SISP1ODBW030-Nic"
"172.22.136.64","Allocated","03SISP1ODBW030-BNic"
"172.22.136.65","Allocated","03SISP1ODBW031-Nic"
"172.22.136.66","Allocated","03SISP1ODBW031-BNic"
"172.22.136.67","Allocated","03SISP1ODBW032-Nic"
"172.22.136.68","Allocated","03SISP1ODBW032-BNic"
"172.22.136.69","Allocated","03SISP1ODBW033-Nic"
"172.22.136.70","Allocated","03SISP1ODBW033-BNic"
"172.22.136.71","Allocated","03SISP1ODBW034-Nic"
"172.22.136.72","Allocated","03SISP1ODBW034-BNic"
"172.22.136.73","Allocated","03SISP1ODBW035-Nic"
"172.22.136.74","Allocated","03SISP1ODBW035-BNic"
"172.22.136.75","Allocated","03SISP1ODBW036-Nic"
"172.22.136.76","Allocated","03SISP1ODBW036-BNic"
"172.22.136.77","Allocated","03SISP1ODBW037-Nic"
"172.22.136.78","Allocated","03SISP1ODBW037-BNic"
"172.22.136.79","Allocated","03SISP1ODBW038-Nic"
"172.22.136.80","Allocated","03SISP1ODBW038-BNic"
"172.22.136.81","Allocated","03SISP1ODBW039-Nic"
"172.22.136.82","Allocated","03SISP1ODBW039-BNic"
"172.22.136.83","Allocated","03SISP1ODBW040-Nic"
"172.22.136.84","Allocated","03SISP1ODBW040-BNic"
"172.22.136.85","Allocated","03SISP1ODBW041-Nic"
"172.22.136.86","Allocated","03SISP1ODBW041-BNic"
"172.22.136.87","Allocated","03SISP1ODBW042-Nic"
"172.22.136.88","Allocated","03SISP1ODBW042-BNic"
"172.22.136.89","Allocated","03SISP1ODBW043-Nic"
"172.22.136.90","Allocated","03SISP1ODBW043-BNic"
"172.22.136.91","Allocated","03SISP1ODBW044-Nic"
"172.22.136.92","Allocated","03SISP1ODBW044-BNic"
"172.22.136.93","Allocated","03SISP1ODBW045-Nic"
"172.22.136.94","Allocated","03SISP1ODBW045-BNic"
"172.22.136.95","Allocated","03SISP1ODBW046-Nic"
"172.22.136.96","Allocated","03SISP1ODBW046-BNic"
"172.22.136.97","Allocated","03SISP1ODBW047-Nic"
"172.22.136.98","Allocated","03SISP1ODBW047-BNic"
"172.22.136.99","Allocated","03SISP1ODBW048-Nic"
"172.22.136.100","Allocated","03SISP1ODBW048-BNic"
"172.22.136.101","Allocated","03SISP1ODBW049-Nic"
"172.22.136.102","Allocated","03SISP1ODBW049-BNic"
"172.22.136.103","Allocated","03SISP1ODBW050-Nic"
"172.22.136.104","Allocated","03SISP1ODBW050-BNic"
"172.22.136.105","Allocated","03SISP1ODBW051-Nic"
"172.22.136.106","Allocated","03SISP1ODBW051-BNic"
"172.22.136.107","Allocated","03SISP1ODBW052-Nic"
"172.22.136.108","Allocated","03SISP1ODBW052-BNic"
"172.22.136.109","Allocated","03SISP1ODBW053-Nic"
"172.22.136.110","Allocated","03SISP1ODBW053-BNic"
"172.22.136.111","Allocated","03SISP1ODBW054-Nic"
"172.22.136.112","Allocated","03SISP1ODBW054-BNic"
"172.22.136.113","Allocated","03SISP1ODBW055-Nic"
"172.22.136.114","Allocated","03SISP1ODBW055-BNic"
"172.22.136.115","Allocated","03SISP1ODBW056-Nic"
"172.22.136.116","Allocated","03SISP1ODBW056-BNic"
"172.22.136.117","Allocated","03SISP1ODBW057-Nic"
"172.22.136.118","Allocated","03SISP1ODBW057-BNic"
"172.22.136.119","Allocated","03SISP1ODBW058-Nic"
"172.22.136.120","Allocated","03SISP1ODBW058-BNic"
"172.22.136.121","Allocated","03SISP1ODBW059-Nic"
"172.22.136.122","Allocated","03SISP1ODBW059-BNic"
"172.22.136.123","Allocated","03SISP1ODBW060-Nic"
"172.22.136.124","Allocated","03SISP1ODBW060-BNic"
"172.22.136.125","Allocated","03SISP1ODBW061-Nic"
"172.22.136.126","Allocated","03SISP1ODBW061-BNic"
"172.22.136.127","Allocated","03SISP1ODBW062-Nic"
"172.22.136.128","Allocated","03SISP1ODBW062-BNic"
"172.22.136.129","Allocated","03SISP1ODBW063-Nic"
"172.22.136.130","Allocated","03SISP1ODBW063-BNic"
"172.22.136.131","Allocated","03SISP1ODBW064-Nic"
"172.22.136.132","Allocated","03SISP1ODBW064-BNic"
"172.22.136.133","Allocated","03SISP1ODBW065-Nic"
"172.22.136.134","Allocated","03SISP1ODBW065-BNic"
"172.22.136.135","Allocated","03SISP1ODBW066-Nic"
"172.22.136.136","Allocated","03SISP1ODBW066-BNic"
"172.22.136.137","Allocated","03SISP1ODBW067-Nic"
"172.22.136.138","Allocated","03SISP1ODBW067-BNic"
"172.22.136.139","Allocated","03SISP1ODBW068-Nic"
"172.22.136.140","Allocated","03SISP1ODBW068-BNic"
"172.22.136.141","Allocated","03SISP1ODBW069-Nic"
"172.22.136.142","Allocated","03SISP1ODBW069-BNic"
"172.22.136.143","Allocated","03SISP1ODBW070-Nic"
"172.22.136.144","Allocated","03SISP1ODBW070-BNic"
"172.22.136.145","Allocated","03SISP1ODBW071-Nic"
"172.22.136.146","Allocated","03SISP1ODBW071-BNic"
"172.22.136.147","Allocated","03SISP1ODBW072-Nic"
"172.22.136.148","Allocated","03SISP1ODBW072-BNic"
"172.22.136.149","Allocated","03SISP1ODBW073-Nic"
"172.22.136.150","Allocated","03SISP1ODBW073-BNic"
"172.22.136.151","Allocated","03SISP1ODBW074-Nic"
"172.22.136.152","Allocated","03SISP1ODBW074-BNic"
"172.22.136.153","Allocated","03SISP1ODBW075-Nic"
"172.22.136.154","Allocated","03SISP1ODBW075-BNic"
"172.22.136.155","Allocated","03SISP1ODBW076-Nic"
"172.22.136.156","Allocated","03SISP1ODBW076-BNic"
"172.22.136.157","Allocated","03SISP1ODBW077-Nic"
"172.22.136.158","Allocated","03SISP1ODBW077-BNic"
"172.22.136.159","Allocated","03SISP1ODBW078-Nic"
"172.22.136.160","Allocated","03SISP1ODBW078-BNic"
"172.22.136.161","Allocated","03SISP1ODBW079-Nic"
"172.22.136.162","Allocated","03SISP1ODBW079-BNic"
"172.22.136.163","Allocated","03SISP1ODBW080-Nic"
"172.22.136.164","Allocated","03SISP1ODBW080-BNic"
"172.22.136.165","Allocated","03SISP1ODBW081-Nic"
"172.22.136.166","Allocated","03SISP1ODBW081-BNic"
"172.22.136.167","Allocated","03SISP1ODBW082-Nic"
"172.22.136.168","Allocated","03SISP1ODBW082-BNic"
"172.22.136.169","Allocated","03SISP1ODBW083-Nic"
"172.22.136.170","Allocated","03SISP1ODBW083-BNic"
"172.22.136.171","Allocated","03SISP1ODBW084-Nic"
"172.22.136.172","Allocated","03SISP1ODBW084-BNic"
"172.22.136.173","Allocated","03SISP1ODBW085-Nic"
"172.22.136.174","Allocated","03SISP1ODBW085-BNic"
"172.22.136.175","Allocated","03SISP1ODBW086-Nic"
"172.22.136.176","Allocated","03SISP1ODBW086-BNic"
"172.22.136.177","Allocated","03SISP1ODBW087-Nic"
"172.22.136.178","Allocated","03SISP1ODBW087-BNic"
"172.22.136.179","Allocated","03SISP1ODBW088-Nic"
"172.22.136.180","Allocated","03SISP1ODBW088-BNic"
"172.22.136.181","Available",""
"172.22.136.182","Available",""
"172.22.136.183","Available",""
"172.22.136.184","Available",""
"172.22.136.185","Available",""
"172.22.136.186","Available",""
"172.22.136.187","Available",""
"172.22.136.188","Available",""
"172.22.136.189","Available",""
"172.22.136.190","Available",""
"172.22.136.191","Available",""
"172.22.136.192","Available",""
"172.22.136.193","Available",""
"172.22.136.194","Available",""
"172.22.136.195","Available",""
"172.22.136.196","Available",""
"172.22.136.197","Available",""
"172.22.136.198","Available",""
"172.22.136.199","Available",""
"172.22.136.200","Available",""
"172.22.136.201","Available",""
"172.22.136.202","Available",""
"172.22.136.203","Available",""
"172.22.136.204","Available",""
"172.22.136.205","Available",""
"172.22.136.206","Available",""
"172.22.136.207","Available",""
"172.22.136.208","Available",""
"172.22.136.209","Available",""
"172.22.136.210","Available",""
"172.22.136.211","Available",""
"172.22.136.212","Available",""
"172.22.136.213","Available",""
"172.22.136.214","Available",""
"172.22.136.215","Available",""
"172.22.136.216","Available",""
"172.22.136.217","Available",""
"172.22.136.218","Available",""
"172.22.136.219","Available",""
"172.22.136.220","Available",""
"172.22.136.221","Available",""
"172.22.136.222","Available",""
"172.22.136.223","Available",""
"172.22.136.224","Available",""
"172.22.136.225","Available",""
"172.22.136.226","Available",""
"172.22.136.227","Available",""
"172.22.136.228","Available",""
"172.22.136.229","Available",""
"172.22.136.230","Available",""
"172.22.136.231","Available",""
"172.22.136.232","Available",""
"172.22.136.233","Available",""
"172.22.136.234","Available",""
"172.22.136.235","Available",""
"172.22.136.236","Available",""
"172.22.136.237","Available",""
"172.22.136.238","Available",""
"172.22.136.239","Available",""
"172.22.136.240","Available",""
"172.22.136.241","Available",""
"172.22.136.242","Available",""
"172.22.136.243","Available",""
"172.22.136.244","Available",""
"172.22.136.245","Available",""
"172.22.136.246","Available",""
"172.22.136.247","Available",""
"172.22.136.248","Available",""
"172.22.136.249","Available",""
"172.22.136.250","Available",""
"172.22.136.251","Available",""
"172.22.136.252","Available",""
"172.22.136.253","Available",""
"172.22.136.254","Available",""
"172.22.136.255","Available",""
